Retained Space by Class
=======================

Total Heap:    24.50 MB
Total Classes:     2892
Total Objects:   205719

# Objects    Retained        Size  Class
----------------------------------------
        1       24 B        24 B   io.smallrye.metrics.MetricProducer_Bean$$function$$6
        1       24 B        24 B   sun.util.resources.LocaleData
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_NotBlank_payload__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_arjuna_ats_internal_arjuna_coordinator_CheckedActionFactoryImple_constructor__
        1       24 B        24 B   java.util.regex.Pattern$CharPropertyNames$23
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_isOutputAsAttribute_com_fasterxml_jackson_databind_introspect_Annotated_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_arjuna_ats_internal_jta_transaction_arjunacore_TransactionManagerImple_constructor__
        1       24 B        24 B   org.jboss.shamrock.transactions.runtime.TransactionProducers_ProducerMethod3_Bean$$function$$12
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createParser_java_io_Reader_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findSerializer_com_fasterxml_jackson_databind_introspect_Annotated_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector__findAlpha_com_fasterxml_jackson_databind_introspect_Annotated_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_URL_protocol__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_javax_json_JsonObject_getJsonArray_java_lang_String_
        1       24 B        24 B   io.reactivex.internal.disposables.DisposableHelper
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_io_smallrye_metrics_interceptors_CountedInterceptor_countedMethod_javax_interceptor_InvocationContext_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createWriter_java_io_OutputStream_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_reverse_int_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_isPrettyPrintingEnabled_java_util_Map_
        1       24 B        24 B   com.fasterxml.jackson.databind.ser.std.SerializableSerializer
        1       24 B        24 B   com.fasterxml.jackson.databind.deser.std.NumberDeserializers$BigIntegerDeserializer
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_internal_constraintvalidators_bv_size_SizeValidatorForArraysOfInt_constructor__
        1       24 B        24 B   io.smallrye.metrics.MetricsRequestHandler_Bean$$function$$1
        1       24 B        24 B   org.jboss.shamrock.arc.runtime.ArcDeploymentTemplate$1
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findNameForDeserialization_com_fasterxml_jackson_databind_introspect_Annotated_
        1       24 B        24 B   org.postgresql.shaded.com.ongres.scram.common.stringprep.StringPreparations[]
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createObjectBuilder__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createReaderFactory_java_util_Map_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findNamespace_com_fasterxml_jackson_databind_introspect_Annotated_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createValue_int_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_NotEmpty_message__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_internal_constraintvalidators_bv_size_SizeValidatorForArraysOfChar_constructor__
        1       24 B        24 B   java.util.regex.UnicodeProp$18
        1       24 B        24 B   io.reactivex.internal.subscriptions.SubscriptionHelper
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_compareTo_java_lang_Integer_
        1       24 B        24 B   com.oracle.svm.core.genscavenge.YoungGeneration
        1       24 B        24 B   org.apache.http.impl.cookie.NetscapeDraftHeaderParser
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_jaxb_CollectionProvider_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_io_undertow_servlet_core_ServletRequestContextThreadSetupAction_create_io_undertow_servlet_api_ThreadSetupHandler_Action_
        1       24 B        24 B   com.oracle.svm.core.genscavenge.GCImpl$RememberedSetConstructor
        1       24 B        24 B   java.util.regex.Pattern$CharPropertyNames$15
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_parseInt_java_lang_String_
        1       24 B        24 B   io.reactivex.internal.disposables.DisposableHelper[]
        1       24 B        24 B   io.undertow.servlet.handlers.security.CachedAuthenticatedSessionHandler$SecurityNotificationReceiver
        1       24 B        24 B   java.util.concurrent.TimeUnit$7
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector__rawSerializationType_com_fasterxml_jackson_databind_introspect_Annotated_
        1       24 B        24 B   org.hibernate.validator.internal.engine.groups.Group
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector__fullDeserializationType_com_fasterxml_jackson_databind_introspect_AnnotatedMember_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_valueOf_java_lang_String_
        1       24 B        24 B   sun.nio.cs.ISO_8859_1
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_jsonp_JsonStructureProvider_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_javax_json_JsonObject_getInt_java_lang_String_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findObjectReferenceInfo_com_fasterxml_jackson_databind_introspect_Annotated_com_fasterxml_jackson_databind_introspect_ObjectIdInfo_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_jpa_Address_setZipCode_java_lang_String_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_internal_constraintvalidators_bv_PatternValidator_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector__serializationInclusion_com_fasterxml_jackson_databind_introspect_Annotated_com_fasterxml_jackson_annotation_JsonInclude_Include_
        1       24 B        24 B   java.util.concurrent.TimeUnit$4
        1       24 B        24 B   com.fasterxml.jackson.core.util.Separators
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_jpa_Animal_constructor__
        1       24 B        24 B   com.fasterxml.jackson.databind.ser.std.UUIDSerializer
        1       24 B        24 B   sun.util.locale.provider.CollatorProviderImpl
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_CompletionStageProvider_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findSerializationSortAlphabetically_com_fasterxml_jackson_databind_introspect_Annotated_
        1       24 B        24 B   java.util.regex.Pattern$CharPropertyNames$10
        1       24 B        24 B   sun.util.locale.provider.DateFormatProviderImpl
        1       24 B        24 B   io.smallrye.metrics.interceptors.MetricNameFactory_Bean$$function$$2
        1       24 B        24 B   java.awt.color.ICC_Profile$1
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_reverseBytes_int_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_internal_constraintvalidators_bv_size_SizeValidatorForArraysOfByte_constructor__
        1       24 B        24 B   sun.net.www.protocol.http.Handler
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findContentSerializer_com_fasterxml_jackson_databind_introspect_Annotated_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_rotateLeft_int_int_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findDeserializationConverter_com_fasterxml_jackson_databind_introspect_Annotated_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_jpa_Human_getName__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_EAN_groups__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_jsonp_JsonArrayProvider_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Range_payload__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_constructor_com_fasterxml_jackson_databind_type_TypeFactory_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_jpa_Address_setStreet1_java_lang_String_
        1       24 B        24 B   com.sun.xml.bind.v2.runtime.reflect.Accessor$2
        1       24 B        24 B   com.oracle.svm.core.log.Log$LogOutputStream
        1       24 B        24 B   io.smallrye.metrics.MetricRegistries_ProducerMethod13_Bean$$function$$17
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_findJaxbPropertyName_com_fasterxml_jackson_databind_introspect_Annotated_java_lang_Class_java_lang_String_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Email_groups__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_arjuna_ats_internal_jta_transaction_arjunacore_UserTransactionImple_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_util_stream_ReferencePipeline_flatMap_java_util_function_Function_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_CreditCardNumber_payload__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_sum_int_int_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Range_max__
        1       24 B        24 B   io.undertow.servlet.api.LoggingExceptionHandler
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_hasRequiredMarker_com_fasterxml_jackson_databind_introspect_AnnotatedMember_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Email_payload__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createBuilderFactory_java_util_Map_
        1       24 B        24 B   org.postgresql.hostchooser.HostRequirement$2
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_toHexString_int_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createWriterFactory_java_util_Map_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector__propertyNameToString_com_fasterxml_jackson_databind_PropertyName_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_getNonNillableInclusion__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_FormUrlEncodedProvider_constructor__
        1       24 B        24 B   com.fasterxml.jackson.databind.node.TextNode
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_hibernate_validator_constraints_Email_regexp__
        1       24 B        24 B   com.fasterxml.jackson.databind.ser.std.NumberSerializers$IntLikeSerializer
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_fasterxml_jackson_module_jaxb_JaxbAnnotationIntrospector_checkAdapter_javax_xml_bind_annotation_adapters_XmlJavaTypeAdapter_java_lang_Class_boolean_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_shamrock_example_validator_TestValidatorEndpoint_MyData_getEmail__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_spi_ResteasyProviderFactory_getContextResolver_java_lang_Class_javax_ws_rs_core_MediaType_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_util_stream_ReferencePipeline_map_java_util_function_Function_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_JaxrsFormProvider_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_glassfish_json_JsonProviderImpl_createValue_long_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_java_lang_Integer_getInteger_java_lang_String_
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_org_jboss_resteasy_plugins_providers_jsonp_JsonObjectProvider_constructor__
        1       24 B        24 B   com\oracle\svm\reflect\proxies\Proxy_com_sun_xml_bind_v2_ContextFactory_createContext__Ljava_lang_Class__java_util_Map_
